Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
LOW,AL,Tuscaloosa,EMAIL_FOIA,(205) 464-8230,collector@tuscco.com,https://www.tuscco.com/government/county-officials/tax-collector,"Send FOIA email requesting current excess proceeds/surplus funds list for Tuscaloosa, Alabama. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AL,Walker,EMAIL_FOIA,(205) 384-7267,walkertaxcollector@walkercountyal.us,https://www.walkercountyrevenue.com/Default.asp?ID=56&pg=Contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Walker, Alabama. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AL,Washington,EMAIL_FOIA,(251) 847-2915,onespot@revenue.alabama.gov,https://www.revenue.alabama.gov/faqs/i-am-over-65-do-i-have-to-pay-property-taxes,"Send FOIA email requesting current excess proceeds/surplus funds list for Washington, Alabama. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AL,Wilcox,PHONE_REQUEST,(334) 234-3528,,https://www.revenue.alabama.gov/faqs/how-do-i-make-a-payment-can-i-pay-online,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,AL,Winston,EMAIL_FOIA,(205) 489-5166,revenue@winstonal.gov,https://www.winstonal.gov/new_page1/revenue_commissioner/revenue_commissioner.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Winston, Alabama. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,AR,Arkansas,EMAIL_FOIA,(870) 541-5302,jeffersontrevgoodw@sbcglobal.net,https://www.jeffersoncountyar.gov/government/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Arkansas, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,AR,Ashley,EMAIL_FOIA,(870) 853-2010,bethr@ashleycountyar.com,https://www.ashleycountyar.com/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Ashley, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,AR,Baxter,EMAIL_FOIA,(870) 425-3453,jenay.mize@baxtercountyar.gov,https://www.baxtercountyar.gov/treasurer.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Baxter, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,AR,Benton,EMAIL_FOIA,(479) 271-1018,Treasurer@BentonCountyAR.gov,https://bentoncountyar.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Benton, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,AR,Boone,EMAIL_FOIA,(870) 741-3068,boonecountytreasurer@gmail.com,https://www.boonecountyar.com/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Boone, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Bradley,EMAIL_FOIA,(870) 226-8402,stephanie.bigham@bradleyassessor.com,https://portal.arkansas.gov/counties/bradley,"Send FOIA email requesting current excess proceeds/surplus funds list for Bradley, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Calhoun,EMAIL_FOIA,(870) 798-2827,calcoassessor@calhouncountyar.org,https://www.dfa.arkansas.gov/office/arkansas-assessment-coordination-division/county-officials,"Send FOIA email requesting current excess proceeds/surplus funds list for Calhoun, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Carroll,EMAIL_FOIA,(870) 423-3189,jdavidson@co.carroll.ar.us,https://www.berryvillechamber.com/list/member/carroll-county-treasurer-1979.htm,"Send FOIA email requesting current excess proceeds/surplus funds list for Carroll, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Chicot,EMAIL_FOIA,(870) 265-8040,collector@chicotcounty.org,https://countyservices.azurewebsites.net/Home/County/84,"Send FOIA email requesting current excess proceeds/surplus funds list for Chicot, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Clark,EMAIL_FOIA,(870) 246-4361,karen@clarkcountyarkansas.com,https://clarkcountyar.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Clark, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Clay,EMAIL_FOIA,(870) 598-3879,dneighbors.clayco@gmail.com,https://www.claycountyarkansas.org/departments/clay-county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Clay, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Cleburne,EMAIL_FOIA,(501) 362-8124,cdc@cleburnecoar.gov,https://www.cleburnecountyar.com/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Cleburne, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Cleveland,EMAIL_FOIA,(870) 325-6681,clevelandcountytreasurer@gmail.com,https://www.clevelandcountyherald.com/local-contacts,"Send FOIA email requesting current excess proceeds/surplus funds list for Cleveland, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,AR,Columbia,PHONE_REQUEST,(870) 235-3704,,https://www.arcounties.org/member-associations/arkansas-county-treasurers-association,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,AR,Conway,EMAIL_FOIA,(501) 354-9600,norbertg@conwaycounty.org,https://conwaycountyar.com/home/county-collector,"Send FOIA email requesting current excess proceeds/surplus funds list for Conway, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Craighead,EMAIL_FOIA,(870) 933-4540,Info@craigheadcollector.org,https://www.arcounties.org/member-associations/arkansas-county-treasurers-association,"Send FOIA email requesting current excess proceeds/surplus funds list for Craighead, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Crawford,EMAIL_FOIA,(479) 474-1111,treasurer@crawford-county.org,https://www.taxsaleresources.com/counties/crawford-county-arkansas,"Send FOIA email requesting current excess proceeds/surplus funds list for Crawford, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Crittenden,EMAIL_FOIA,(870) 739-4112,mthompson@crittco.com,https://www.crittendencountyar.org/copy-of-county-judge-1,"Send FOIA email requesting current excess proceeds/surplus funds list for Crittenden, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Cross,EMAIL_FOIA,(870) 238-5725,phess@crosscountyar.org,https://www.crosscountyar.org/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Cross, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Dallas,EMAIL_FOIA,(870) 352-2333,propertytax@dallascounty.org,https://www.dallascounty.org/departments/tax/deadlines-delinquency.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Dallas, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Desha,EMAIL_FOIA,(870) 877-2525,mona@clarkcountyarkansas.com,https://portal.arkansas.gov/counties/desha,"Send FOIA email requesting current excess proceeds/surplus funds list for Desha, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Drew,EMAIL_FOIA,(870) 460-6225,drewcotrea@sbcglobal.net,https://mobile.countyservice.net/Home/County/97,"Send FOIA email requesting current excess proceeds/surplus funds list for Drew, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Faulkner,EMAIL_FOIA,(501) 450-4902,damon.edwards@faulknercounty.org,https://www.faulknercountyar.gov/government/departments-2/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Faulkner, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Franklin,EMAIL_FOIA,(479) 667-2415,fcassessor@centurytel.net,https://portal.arkansas.gov/counties/franklin,"Send FOIA email requesting current excess proceeds/surplus funds list for Franklin, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Fulton,EMAIL_FOIA,(870) 895-3522,fultoncotreasurer@gmail.com,https://www.fultoncountyar.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Fulton, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Garland,EMAIL_FOIA,(501) 622-3650,tstockdale@garlandcounty.org,https://garlandcountytreasurer.weebly.com/contact-us.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Garland, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Grant,EMAIL_FOIA,(870) 942-2031,granttreas@windstream.net,https://grantcountyar.com/treasurers-office,"Send FOIA email requesting current excess proceeds/surplus funds list for Grant, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Greene,EMAIL_FOIA,(870) 239-6304,jwheeler@grnco.net,https://mobile.countyservice.net/Home/County/103,"Send FOIA email requesting current excess proceeds/surplus funds list for Greene, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Hempstead,EMAIL_FOIA,(870) 777-3141,treasurer@hempsteadcountyar.com,https://hempsteadcountyar.com/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Hempstead, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Hot Spring,EMAIL_FOIA,(501) 337-7411,gthornton@hotspringcounty.org,https://hotspringcounty.org/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Hot Spring, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Howard,EMAIL_FOIA,(870) 845-7500,dtassessor@yahoo.com,https://www.treasurer.howardcounty34.us,"Send FOIA email requesting current excess proceeds/surplus funds list for Howard, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Independence,EMAIL_FOIA,(870) 793-8899,treasurer.treadway@independencecounty.com,https://www.independencecounty.com/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Independence, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Izard,EMAIL_FOIA,(870) 368-4394,josh.izardcountycollector@gmail.com,https://www.izardcountyar.org/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Izard, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Jackson,EMAIL_FOIA,(870) 523-7401,jacksoncircuitclerk@yahoo.com,https://jacksoncountyar.com/index.php/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Jackson, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Jefferson,EMAIL_FOIA,(870) 541-5302,jeffersontrevgoodw@sbcglobal.net,https://www.jeffersoncountyar.gov/government/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Jefferson, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Johnson,EMAIL_FOIA,(479) 754-3056,mac@JohnsonCountyAr.org,https://johnsoncounty.arkansas.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Johnson, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Lafayette,EMAIL_FOIA,(870) 921-4755,bbarnes4@sbcglobal.net,https://mobile.countyservice.net/Home/County/112,"Send FOIA email requesting current excess proceeds/surplus funds list for Lafayette, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Lawrence,EMAIL_FOIA,(870) 886-1116,lawcoassessor@yahoo.com,https://lawrencecountyar.com,"Send FOIA email requesting current excess proceeds/surplus funds list for Lawrence, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Lee,EMAIL_FOIA,(870) 295-7752,becky.hogan1@att.net,https://mobile.countyservice.net/Home/County/114,"Send FOIA email requesting current excess proceeds/surplus funds list for Lee, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Lincoln,EMAIL_FOIA,(870) 628-4401,lincolncountyassessor@yahoo.com,https://portal.arkansas.gov/counties/lincoln,"Send FOIA email requesting current excess proceeds/surplus funds list for Lincoln, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Little River,EMAIL_FOIA,(870) 898-7215,dguthrie@lrcounty.com,https://lrcounty.org/departments/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Little River, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Logan,EMAIL_FOIA,(479) 963-2520,logantreasurer@outlook.com,https://www.logancoarcbec.gov/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Logan, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Lonoke,EMAIL_FOIA,(501) 676-2333,locollect@aristotle.net,https://lonokecountycollector.com,"Send FOIA email requesting current excess proceeds/surplus funds list for Lonoke, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Madison,EMAIL_FOIA,(479) 738-6514,madisonclerk@arkansasclerks.com,https://www.dfa.arkansas.gov/office/arkansas-assessment-coordination-division/county-officials,"Send FOIA email requesting current excess proceeds/surplus funds list for Madison, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Marion,EMAIL_FOIA,(870) 449-6331,mctreasurer@marioncountyar.gov,https://marioncounty.arkansas.gov/Marion-County-Treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Marion, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Miller,PHONE_REQUEST,(870) 774-1301,,https://millercountyar.gov/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,AR,Mississippi,EMAIL_FOIA,(870) 763-6860,hlb_1949@yahoo.com,https://www.mississippicountyar.org/county-treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Mississippi, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Monroe,EMAIL_FOIA,(870) 747-3722,mona@clarkcountyarkansas.com,https://portal.arkansas.gov/counties/monroe,"Send FOIA email requesting current excess proceeds/surplus funds list for Monroe, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Montgomery,EMAIL_FOIA,(870) 867-3411,montgomeryassessor@windstream.net,https://portal.arkansas.gov/counties/montgomery,"Send FOIA email requesting current excess proceeds/surplus funds list for Montgomery, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,AR,Nevada,EMAIL_FOIA,(870) 887-2811,pambox2003@yahoo.com,https://mobile.countyservice.net/Home/County/125,"Send FOIA email requesting current excess proceeds/surplus funds list for Nevada, Arkansas. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
